POÇO ANP,BLOCO,BACIA,ESTADO,AMBIENTE,OPERADOR,INÍCIO DA PERFURAÇÃO,CONCLUSÃO DO POÇO,NOTIFICAÇÃO DE DESCOBERTA ?,DATA DA NOTIFICAÇÃO DE DESCOBERTA
1-IMET-19-AL,SEAL-T-31,Alagoas,AL,TERRA,Imetame,2016-09-23 19:00:00,2016-10-05 00:00:00,Não,
1-IMET-18-AL,SEAL-T-30,Alagoas,AL,TERRA,Imetame,2016-09-03 03:00:00,2016-09-16 00:00:00,Não,
1-ALV-10-BA,REC-T-256,Recôncavo,BA,TERRA,Alvopetro,2016-08-30 08:00:00,2016-09-24 00:00:00,Não,
1-IMET-17-AL,SEAL-T-62,Alagoas,AL,TERRA,Imetame,2016-07-10 00:00:00,2016-08-26 00:00:00,Não,
3-BRSA-1343-RJS,LIBRA,Santos,RJ,MAR,Petrobras,2016-06-30 17:30:00,2017-02-07 00:00:00,Sim,2016-11-04 00:00:00
1-IMET-16-RN,POT-T-485,Potiguar,RN,TERRA,Imetame,2016-05-13 08:30:00,2016-05-30 00:00:00,Sim,2016-05-30 00:00:00
3-BRSA-1342A-RJS,LIBRA,Santos,RJ,MAR,Petrobras,2016-04-24 11:40:00,2016-09-05 00:00:00,Sim,2016-07-05 00:00:00
3-BRSA-1342-RJS,LIBRA,Santos,RJ,MAR,Petrobras,2016-04-20 13:50:00,2016-04-23 00:00:00,Não,
1-IMET-15-RN,POT-T-485,Potiguar,RN,TERRA,Imetame,2016-04-04 17:00:00,2016-05-06 00:00:00,Não,
4-PGN-18-MA,PN-T-85,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2016-03-08 00:00:00,2016-03-24 00:00:00,Sim,2016-03-22 00:00:00
1-IMET-14-RN,POT-T-569,Potiguar,RN,TERRA,Imetame,2016-03-02 12:30:00,2016-03-26 00:00:00,Não,
3-BRSA-1339A-RJS,LIBRA,Santos,RJ,MAR,Petrobras,2016-02-21 20:30:00,2016-07-01 00:00:00,Sim,2016-07-28 00:00:00
1-ALV-9D-BA,REC-T-170,Recôncavo,BA,TERRA,Alvopetro,2016-02-21 15:45:00,2016-03-21 00:00:00,Não,
3-BRSA-1339-RJS,LIBRA,Santos,RJ,MAR,Petrobras,2016-02-06 15:30:00,2016-02-21 00:00:00,Não,
1-BRSA-1338-AM,AM-T-84,Amazonas,AM,TERRA,Petrobras,2016-02-02 09:00:00,2016-03-24 00:00:00,Não,
4-PGN-17-MA,PN-T-102,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2016-02-02 00:00:00,2016-02-16 00:00:00,Sim,2016-02-15 00:00:00
3-REPF-17-RJS,C-M-539,Campos,RJ,MAR,Repsol Sinopec,2016-01-08 17:08:00,2016-04-04 00:00:00,Sim,2016-03-07 00:00:00
1-BRSA-1337-AL,SEAL-T-61,Alagoas,AL,TERRA,Petrobras,2015-12-27 23:30:00,2016-02-09 00:00:00,Sim,2016-02-05 00:00:00
1-BRSA-1336D-BA,REC-T-80,Recôncavo,BA,TERRA,Petrobras,2015-12-24 21:30:00,2016-02-17 00:00:00,Não,
3-PGN-16A-MA,PN-T-102,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2015-12-24 18:00:00,2016-01-09 00:00:00,Sim,2016-01-08 00:00:00
1-BRSA-1335-RN,POT-T-614,Potiguar,RN,TERRA,Petrobras,2015-12-20 21:00:00,2016-01-01 00:00:00,Não,
4-BRSA-1334D-SE,SEAL-T-420,Sergipe,SE,TERRA,Petrobras,2015-12-13 23:00:00,2015-12-30 00:00:00,Sim,2016-12-23 00:00:00
3-PGN-16-MA,PN-T-102,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2015-12-06 09:00:00,2015-12-24 00:00:00,Sim,2015-12-18 00:00:00
3-BRSA-1333-SES,SEAL-M-499,Sergipe,SE,MAR,Petrobras,2015-12-02 15:40:00,2016-01-05 00:00:00,Não,
1-IMET-13D-RN,POT-T-569,Potiguar,RN,TERRA,Imetame,2015-11-24 12:00:00,2016-02-24 00:00:00,Sim,2016-02-23 00:00:00
4-BRSA-1329-ESS,ES-M-525,Espírito Santo,ES,MAR,Petrobras,2015-10-28 07:30:00,2015-12-21 00:00:00,Não,
1-BRSA-1327D-AL,SEAL-T-112,Alagoas,AL,TERRA,Petrobras,2015-10-24 02:30:00,2015-11-24 00:00:00,Não,
1-IMET-12-RN,POT-T-569,Potiguar,RN,TERRA,Imetame,2015-10-04 15:00:00,2015-11-17 00:00:00,Não,
3-BRSA-1322-RJS,LIBRA,Santos,RJ,MAR,Petrobras,2015-09-26 03:00:00,2016-04-12 00:00:00,Sim,2016-03-08 00:00:00
3-BRSA-1317-RNS,POT-M-855,Potiguar,RN,MAR,Petrobras,2015-09-12 05:10:00,2015-11-21 00:00:00,Sim,2015-11-13 00:00:00
3-PGN-15-MA,PN-T-67,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2015-09-05 04:30:00,2015-09-14 00:00:00,Não,
4-PGN-14-MA,PN-T-67,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2015-08-18 08:00:00,2015-08-31 00:00:00,Sim,2015-09-01 00:00:00
1-BRSA-1315-AL,SEAL-T-177,Alagoas,AL,TERRA,Petrobras,2015-08-04 06:00:00,2015-09-22 00:00:00,Sim,2015-09-18 00:00:00
1-BRSA-1311-AM,SOL-T-171,Solimões,AM,TERRA,Petrobras,2015-07-03 21:30:00,2015-11-10 00:00:00,Não,
3-PGN-13-MA,PN-T-67,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2015-07-02 17:00:00,2015-07-22 00:00:00,Sim,2015-07-14 00:00:00
3-BRSA-1310-RJS,LIBRA,Santos,RJ,MAR,Petrobras,2015-06-25 00:52:00,2015-09-24 00:00:00,Sim,2015-10-09 00:00:00
1-BRSA-1306D-BA,REC-T-60,Recôncavo,BA,TERRA,Petrobras,2015-05-26 02:00:00,2015-07-04 00:00:00,Não,
3-BRSA-1305A-RJS,LIBRA,Santos,RJ,MAR,Petrobras,2015-05-25 10:30:00,2016-01-31 00:00:00,Sim,2015-10-29 00:00:00
1-ALV-8D-BA,REC-T-182,Recôncavo,BA,TERRA,Alvopetro,2015-05-24 05:30:00,2015-08-27 00:00:00,Sim,2015-07-01 00:00:00
3-REPF-16D-RJS,C-M-539,Campos,RJ,MAR,Repsol Sinopec,2015-05-23 02:00:00,2015-11-23 00:00:00,Sim,2015-10-05 00:00:00
3-BRSA-1297A-SES,SEAL-M-349,Sergipe,SE,MAR,Petrobras,2015-05-05 21:30:00,2015-07-21 00:00:00,Sim,2015-05-29 00:00:00
3-BRSA-1305-RJS,LIBRA,Santos,RJ,MAR,Petrobras,2015-05-02 04:40:00,2015-05-24 00:00:00,Não,
3-BRSA-1303-SES,BM-SEAL-4,Sergipe,SE,MAR,Petrobras,2015-04-06 12:58:00,2015-09-01 00:00:00,Sim,2015-05-29 00:00:00
1-KPGL-8-SPS,S-M-1037,Santos,SP,MAR,Karoon Brasil,2015-03-31 00:52:00,2015-05-16 00:00:00,Sim,2015-04-13 00:00:00
1-BRSA-1302-ES,ES-T-495,Espírito Santo,ES,TERRA,Petrobras,2015-03-29 22:15:00,2015-04-09 00:00:00,Sim,2015-04-10 00:00:00
1-BRSA-1301-AM,AM-T-85,Amazonas,AM,TERRA,Petrobras,2015-03-24 19:00:00,2015-06-01 00:00:00,Sim,2015-05-22 00:00:00
3-PGN-9D-MA,PN-T-68,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2015-03-24 09:00:00,2015-04-08 00:00:00,Sim,2015-04-07 00:00:00
1-BRSA-1300D-BA,REC-T-70,Recôncavo,BA,TERRA,Petrobras,2015-03-21 17:00:00,2015-06-26 00:00:00,Sim,2015-05-08 00:00:00
4-BRSA-1298-ESS,ES-M-525,Espírito Santo,ES,MAR,Petrobras,2015-03-09 06:30:00,2016-01-05 00:00:00,Sim,2015-12-10 00:00:00
3-BRSA-1297-SES,SEAL-M-349,Sergipe,SE,MAR,Petrobras,2015-03-04 16:30:00,2015-05-03 00:00:00,Sim,2015-04-01 00:00:00
4-PGN-8-MA,PN-T-49,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2015-03-02 00:00:00,2015-03-13 00:00:00,Não,
3-PGN-7D-MA,PN-T-68,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2015-02-28 06:00:00,2015-03-23 00:00:00,Sim,2015-03-16 00:00:00
3-KPGL-7-SPS,S-M-1101,Santos,SP,MAR,Karoon Brasil,2015-02-26 08:15:00,2015-03-28 00:00:00,Não,
3-BRSA-1296-SES,SEAL-M-499,Sergipe,SE,MAR,Petrobras,2015-02-20 13:00:00,2015-04-21 00:00:00,Sim,2015-04-14 00:00:00
3-BRSA-1267A-RJS,LIBRA,Santos,RJ,MAR,Petrobras,2015-02-16 00:00:00,2015-03-26 00:00:00,Sim,2015-03-17 00:00:00
3-KPGL-6DP-SPS,S-M-1101,Santos,SP,MAR,Karoon Brasil,2015-02-01 12:00:00,2015-02-22 00:00:00,Sim,2015-02-13 00:00:00
1-BRSA-1293-AM,AM-T-84,Amazonas,AM,TERRA,Petrobras,2015-01-31 02:00:00,2015-05-16 00:00:00,Sim,2015-03-30 00:00:00
4-PGN-6-MA,PN-T-68,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2015-01-31 00:00:00,2015-02-16 00:00:00,Não,
3-PGN-5-MA,PN-T-49,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2015-01-29 04:00:00,2015-02-22 00:00:00,Sim,2015-02-19 00:00:00
3-REPF-15DA-RJS,C-M-539,Campos,RJ,MAR,Repsol Sinopec,2015-01-14 06:00:00,2015-05-16 00:00:00,Não,
1-IMET-11-BA,REC-T-210,Recôncavo,BA,TERRA,Imetame,2015-01-14 00:01:00,2015-03-08 00:00:00,Não,
3-KPGL-5DP-SPS,S-M-1101,Santos,SP,MAR,Karoon Brasil,2015-01-13 12:00:00,2015-01-27 00:00:00,Sim,2015-02-10 00:00:00
1-BRSA-1291D-SE,SEAL-T-420,Sergipe,SE,TERRA,Petrobras,2015-01-10 03:00:00,2015-01-28 00:00:00,Sim,2015-01-27 00:00:00
3-BRSA-1290-SPS,BM-S-8,Santos,SP,MAR,Petrobras,2015-01-07 15:37:00,2016-01-01 00:00:00,Sim,2015-06-17 00:00:00
3-VITA-16-ES,ES-T-466,Espírito Santo,ES,TERRA,Vipetro,2015-01-03 04:30:00,2015-04-02 00:00:00,Sim,2015-02-10 00:00:00
1-BRSA-1289-RJS,C-M-535,Campos,RJ,MAR,Petrobras,2014-12-28 07:50:00,2015-02-08 00:00:00,Sim,2015-01-30 00:00:00
3-PGN-4-MA,PN-T-68,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2014-12-27 00:00:00,2015-01-18 00:00:00,Sim,2015-01-12 00:00:00
3-BRSA-1286-SES,SEAL-M-426,Sergipe,SE,MAR,Petrobras,2014-11-28 14:40:00,2015-04-02 00:00:00,Sim,2015-01-30 00:00:00
1-BRSA-1285-AM,AM-T-62,Amazonas,AM,TERRA,Petrobras,2014-11-26 12:00:00,2015-03-02 00:00:00,Sim,2015-02-20 00:00:00
1-ALV-7D-BA,REC-T-197,Recôncavo,BA,TERRA,Alvopetro,2014-11-07 14:00:00,2014-12-01 00:00:00,Sim,2014-12-19 00:00:00
3-KPGL-4-SPS,S-M-1101,Santos,SP,MAR,Karoon Brasil,2014-11-05 21:35:00,2015-01-08 00:00:00,Sim,2014-11-24 00:00:00
3-PGN-3-MA,PN-T-68,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2014-10-24 00:00:00,2014-11-11 00:00:00,Não,
1-BRSA-1270D-RN,POT-T-613,Potiguar,RN,TERRA,Petrobras,2014-10-06 05:30:00,2014-10-28 00:00:00,Não,
3-BRSA-1267-RJS,LIBRA,Santos,RJ,MAR,Petrobras,2014-09-27 16:15:00,2015-02-13 00:00:00,Sim,2015-03-17 00:00:00
1-BRSA-1269-AM,AM-T-85,Amazonas,AM,TERRA,Petrobras,2014-09-25 22:30:00,2014-12-04 00:00:00,Não,
1-BRSA-1268-ES,ES-T-486,Espírito Santo,ES,TERRA,Petrobras,2014-09-24 09:30:00,2014-10-12 00:00:00,Sim,2014-10-13 00:00:00
3-PGN-2-MA,PN-T-68,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2014-09-18 02:00:00,2014-10-19 00:00:00,Sim,2014-10-13 00:00:00
3-BRSA-1216DA-SPS,BM-S-8,Santos,SP,MAR,Petrobras,2014-09-14 19:30:00,2015-10-24 00:00:00,Sim,2015-09-25 00:00:00
1-BRSA-1264-ES,ES-T-495,Espírito Santo,ES,TERRA,Petrobras,2014-09-07 06:30:00,2014-09-21 00:00:00,Sim,2014-09-22 00:00:00
1-BRSA-1260-ES,ES-T-486,Espírito Santo,ES,TERRA,Petrobras,2014-08-22 17:00:00,2014-09-05 00:00:00,Sim,2014-09-05 00:00:00
3-BRSA-1259-ESS,ES-M-414,Espírito Santo,ES,MAR,Petrobras,2014-08-19 00:25:00,2014-11-19 00:00:00,Sim,2014-09-25 00:00:00
1-BRSA-1257-MA,PN-T-66,Parnaíba,MA,TERRA,Petrobras,2014-08-11 11:30:00,2014-09-16 00:00:00,Não,
3-BRSA-1255-RJS,LIBRA,Santos,RJ,MAR,Petrobras,2014-08-11 05:00:00,2015-02-21 00:00:00,Sim,2014-11-21 00:00:00
1-ALV-6D-BA,REC-T-183,Recôncavo,BA,TERRA,Alvopetro,2014-07-27 18:00:00,2014-10-12 00:00:00,Sim,2014-10-14 00:00:00
3-BRSA-1253D-ESS,ES-M-525,Espírito Santo,ES,MAR,Petrobras,2014-07-25 12:45:00,2014-12-05 00:00:00,Sim,2014-10-16 00:00:00
4-BRSA-1252-AM,SOL-T-171,Solimões,AM,TERRA,Petrobras,2014-07-13 18:00:00,2015-01-19 00:00:00,Sim,2014-12-05 00:00:00
3-BRSA-1251-SES,BM-SEAL-4,Sergipe,SE,MAR,Petrobras,2014-07-06 22:02:00,2014-10-06 00:00:00,Sim,2014-09-09 00:00:00
1-INT-1-AL,SEAL-T-187,Alagoas,AL,TERRA,Integral,2014-06-29 13:00:00,2014-08-26 00:00:00,Sim,2014-08-26 00:00:00
3-BRSA-1248D-SES,SEAL-M-426,Sergipe,SE,MAR,Petrobras,2014-06-25 21:40:00,2014-10-26 00:00:00,Sim,2014-08-19 00:00:00
3-BRSA-1246-RJS,BM-S-24,Santos,RJ,MAR,Petrobras,2014-06-09 08:30:00,2014-08-26 00:00:00,Sim,2014-08-11 00:00:00
3-BRSA-1245-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2014-05-20 09:00:00,2014-06-14 00:00:00,Não,
3-BRSA-1244-SES,SEAL-M-424,Sergipe,SE,MAR,Petrobras,2014-05-17 21:25:00,2014-08-29 00:00:00,Sim,2014-07-22 00:00:00
3-BRSA-1243-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2014-05-14 17:00:00,2014-12-05 00:00:00,Sim,2014-11-17 00:00:00
1-BRSA-1241-ES,ES-T-495,Espírito Santo,ES,TERRA,Petrobras,2014-05-02 14:30:00,2014-05-14 00:00:00,Sim,2014-05-13 00:00:00
1-BRSA-1240-ES,ES-T-495,Espírito Santo,ES,TERRA,Petrobras,2014-04-18 03:00:00,2014-04-30 00:00:00,Sim,2014-04-29 00:00:00
3-BRSA-1239-SES,SEAL-M-426,Sergipe,SE,MAR,Petrobras,2014-04-14 14:34:00,2014-06-24 00:00:00,Não,
1-BRSA-1236-AM,SOL-T-193,Solimões,AM,TERRA,Petrobras,2014-03-25 06:30:00,2014-06-07 00:00:00,Não,
3-BRSA-1234D-SES,SEAL-M-424,Sergipe,SE,MAR,Petrobras,2014-03-23 06:00:00,2014-05-15 00:00:00,Não,
1-PGN-1-MA,PN-T-48,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2014-03-10 00:00:00,2014-04-09 00:00:00,Sim,2014-04-08 00:00:00
3-BRSA-1230-ESS,ES-M-525,Espírito Santo,ES,MAR,Petrobras,2014-03-01 16:24:00,2014-05-26 00:00:00,Não,
3-BRSA-1229-ESS,ES-M-527,Espírito Santo,ES,MAR,Petrobras,2014-02-26 09:00:00,2014-05-07 00:00:00,Sim,2014-05-02 00:00:00
1-OGX-122-MA,PN-T-85,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2014-02-05 15:00:00,2014-02-21 00:00:00,Sim,2014-02-20 00:00:00
1-BRSA-1221-MA,PN-T-86,Parnaíba,MA,TERRA,Petrobras,2014-01-28 15:00:00,2014-04-19 00:00:00,Sim,2014-05-23 00:00:00
1-STAT-9-RJS,C-M-530,Campos,RJ,MAR,Equinor Brasil,2014-01-20 19:45:00,2014-02-03 00:00:00,Não,
1-BRSA-1219D-BA,REC-T-220,Recôncavo,BA,TERRA,Petrobras,2014-01-13 05:00:00,2014-02-25 00:00:00,Não,
1-ALV-5-BA,REC-T-183,Recôncavo,BA,TERRA,Alvopetro,2014-01-12 21:00:00,2014-04-02 00:00:00,Sim,2014-04-01 00:00:00
1-OGX-121-MA,PN-T-68,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2014-01-07 19:00:00,2014-01-24 00:00:00,Sim,2014-01-22 00:00:00
1-VITA-15-ES,ES-T-391,Espírito Santo,ES,TERRA,Vipetro,2013-12-20 15:00:00,2014-03-24 00:00:00,Sim,2014-02-07 00:00:00
3-BRSA-1216D-SPS,BM-S-8,Santos,SP,MAR,Petrobras,2013-12-14 01:00:00,2014-01-05 00:00:00,Não,
3-REPF-15D-RJS,C-M-539,Campos,RJ,MAR,Repsol Sinopec,2013-11-23 12:00:00,2015-05-16 00:00:00,Sim,2014-12-23 00:00:00
1-BRSA-1213D-BA,REC-T-235,Recôncavo,BA,TERRA,Petrobras,2013-11-21 17:30:00,2013-12-01 00:00:00,Não,
3-BP-11-RJS,C-M-473,Campos,RJ,MAR,BP Energy,2013-11-17 23:30:00,2014-01-23 00:00:00,Sim,2014-01-15 00:00:00
1-OGX-120-MA,PN-T-102,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-11-17 01:00:00,2013-12-21 00:00:00,Sim,2014-01-06 00:00:00
3-REPF-14-RJS,C-M-539,Campos,RJ,MAR,Repsol Sinopec,2013-11-09 04:45:00,2014-09-14 00:00:00,Sim,2014-07-02 00:00:00
1-IMET-10D-BA,REC-T-211,Recôncavo,BA,TERRA,Imetame,2013-11-01 00:00:00,2013-12-15 00:00:00,Sim,2013-11-21 00:00:00
1-BRSA-1209-BA,REC-T-235,Recôncavo,BA,TERRA,Petrobras,2013-10-31 02:30:00,2013-11-15 00:00:00,Não,
3-BRSA-1207-SES,SEAL-M-349,Sergipe,SE,MAR,Petrobras,2013-10-22 22:50:00,2014-04-11 00:00:00,Não,
1-BRSA-1205-RNS,POT-M-855,Potiguar,RN,MAR,Petrobras,2013-10-19 10:20:00,2014-03-11 00:00:00,Sim,2014-01-13 00:00:00
1-BRSA-1204-MT,PRC-T-122,Parecis - Alto Xingu,MT,TERRA,Petrobras,2013-10-11 23:30:00,2014-09-05 00:00:00,Sim,2014-08-22 00:00:00
1-OGX-119-MA,PN-T-102,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-10-07 03:00:00,2013-10-27 00:00:00,Sim,2013-10-28 00:00:00
4-BRSA-1203-AM,SOL-T-171,Solimões,AM,TERRA,Petrobras,2013-10-02 03:30:00,2014-04-26 00:00:00,Não,
1-BP-10-BAS,CAL-M-314,Camamu,BA,MAR,BP Energy,2013-09-16 17:30:00,2013-12-11 00:00:00,Não,
1-OGX-118-MA,PN-T-49,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-09-09 14:00:00,2013-09-30 00:00:00,Sim,2013-10-08 00:00:00
1-IMET-9D-BA,REC-T-210,Recôncavo,BA,TERRA,Imetame,2013-09-01 08:00:00,2013-10-23 00:00:00,Sim,2013-10-07 00:00:00
1-GTE-8DP-BA,REC-T-155,Recôncavo,BA,TERRA,SPE Tiêta,2013-08-30 05:00:00,2013-10-12 00:00:00,Sim,2013-10-31 00:00:00
3-BRSA-1194-SES,SEAL-M-499,Sergipe,SE,MAR,Petrobras,2013-08-24 13:30:00,2014-02-04 00:00:00,Sim,2013-12-10 00:00:00
1-OGX-117-MA,PN-T-49,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-08-17 12:00:00,2013-09-04 00:00:00,Sim,2013-09-04 00:00:00
3-OGX-116-RJS,C-M-560,Campos,RJ,MAR,PetroRio,2013-08-03 01:30:00,2013-08-26 00:00:00,Não,
1-OGX-115-MA,PN-T-48,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-07-26 14:00:00,2013-08-10 00:00:00,Sim,2013-08-13 00:00:00
1-BRSA-1189-AM,BT-SOL-1,Solimões,AM,TERRA,Petrobras,2013-07-26 00:00:00,2013-11-09 00:00:00,Não,
1-SHEL-28-MG,SF-T-81,São Francisco,MG,TERRA,Shell Brasil,2013-07-23 22:07:00,2013-10-15 00:00:00,Não,
3-BRSA-1183-RJS,BM-S-24,Santos,RJ,MAR,Petrobras,2013-07-02 16:48:00,2013-11-04 00:00:00,Sim,2013-10-18 00:00:00
1-PERN-4-ESS,ES-M-529,Espírito Santo,ES,MAR,Perenco Brasil,2013-07-02 12:44:00,2013-08-13 00:00:00,Sim,2013-07-29 00:00:00
4-OGX-114-MA,PN-T-67,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-06-29 00:00:00,2013-07-13 00:00:00,Sim,2013-07-12 00:00:00
3-VITA-14-ES,ES-T-392,Espírito Santo,ES,TERRA,Vipetro,2013-06-18 20:00:00,2013-08-14 00:00:00,Sim,2013-07-11 00:00:00
3-APL-7D-ESS,C-M-101,Campos,ES,MAR,Anadarko,2013-06-17 19:40:00,2013-10-02 00:00:00,Sim,2013-09-17 00:00:00
1-PTRA-26-MG,SF-T-124,São Francisco,MG,TERRA,Petra Energia,2013-06-17 01:00:00,2013-07-08 00:00:00,Sim,2013-07-16 00:00:00
4-OGX-113-MA,PN-T-49,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-06-04 18:00:00,2013-06-23 00:00:00,Sim,2013-06-21 00:00:00
3-BRSA-1181D-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2013-06-04 11:56:00,2014-02-11 00:00:00,Sim,2013-11-11 00:00:00
3-BRSA-1180D-SES,SEAL-M-424,Sergipe,SE,MAR,Petrobras,2013-06-04 04:30:00,2013-08-18 00:00:00,Sim,2013-08-09 00:00:00
1-PTRA-25-MG,SF-T-94,São Francisco,MG,TERRA,Petra Energia,2013-05-31 23:30:00,2013-07-10 00:00:00,Sim,2013-07-09 00:00:00
3-BRSA-1179-SPS,BM-S-9,Santos,SP,MAR,Petrobras,2013-05-31 12:30:00,2013-08-08 00:00:00,Sim,2013-08-02 00:00:00
4-OGX-112-MA,PN-T-67,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-05-28 14:00:00,2013-07-02 00:00:00,Sim,2013-06-11 00:00:00
3-BP-9-ESS,C-M-61,Campos,ES,MAR,BP Energy,2013-05-25 06:33:00,2013-08-10 00:00:00,Sim,2013-08-01 00:00:00
3-BRSA-1178D-SES,SEAL-M-426,Sergipe,SE,MAR,Petrobras,2013-05-21 01:46:00,2013-10-19 00:00:00,Sim,2013-09-05 00:00:00
1-PTRA-24-MG,SF-T-139,São Francisco,MG,TERRA,Petra Energia,2013-05-18 16:30:00,2013-07-06 00:00:00,Sim,2013-07-05 00:00:00
1-BRSA-1175-CES,POT-M-665,Potiguar,CE,MAR,Petrobras,2013-05-16 15:45:00,2013-10-14 00:00:00,Sim,2013-09-06 00:00:00
3-REPF-13-SPS,S-M-673,Santos,SP,MAR,Repsol Sinopec,2013-05-03 12:15:00,2013-06-10 00:00:00,Sim,2013-06-01 00:00:00
4-OGX-111-MA,PN-T-68,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-04-26 00:00:00,2013-05-14 00:00:00,Sim,2013-06-05 00:00:00
1-VITA-2A-ES,ES-T-391,Espírito Santo,ES,TERRA,Vipetro,2013-04-10 05:30:00,2013-06-11 00:00:00,Sim,2013-05-21 00:00:00
1-KPGL-3-SPS,S-M-1166,Santos,SP,MAR,Karoon Brasil,2013-04-07 05:03:00,2013-05-29 00:00:00,Sim,2013-05-08 00:00:00
1-PERN-3-ESS,ES-M-472,Espírito Santo,ES,MAR,Perenco Brasil,2013-03-31 11:40:00,2013-06-28 00:00:00,Sim,2013-05-31 00:00:00
1-BP-8D-RJS,C-M-471,Campos,RJ,MAR,BP Energy,2013-03-29 23:20:00,2013-05-24 00:00:00,Sim,2013-05-17 00:00:00
1-BRSA-1166D-ESS,ES-M-594,Espírito Santo,ES,MAR,Petrobras,2013-03-24 00:00:00,2013-09-11 00:00:00,Não,
4-PTRA-23-MG,SF-T-131,São Francisco,MG,TERRA,Petra Energia,2013-03-19 09:00:00,2013-05-29 00:00:00,Sim,2013-05-27 00:00:00
1-HRT-11-AM,SOL-T-172,Solimões,AM,TERRA,Petro Rio O&G,2013-03-17 08:30:00,2013-05-21 00:00:00,Não,
3-BRSA-1163-SES,SEAL-M-426,Sergipe,SE,MAR,Petrobras,2013-03-11 02:30:00,2013-05-16 00:00:00,Sim,2013-05-10 00:00:00
1-OGX-110-MA,PN-T-67,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-03-09 20:30:00,2013-03-28 00:00:00,Sim,2013-03-25 00:00:00
3-OGX-109-RJS,C-M-560,Campos,RJ,MAR,PetroRio,2013-03-08 12:00:00,2013-04-11 00:00:00,Sim,2013-04-09 00:00:00
1-PTRA-22-MG,SF-T-118,São Francisco,MG,TERRA,Petra Energia,2013-03-08 04:15:00,2013-05-22 00:00:00,Sim,2013-05-22 00:00:00
4-OGX-108B-MA,PN-T-49,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-03-01 06:00:00,2013-03-22 00:00:00,Sim,2013-03-19 00:00:00
1-IMET-8-MG,SF-T-114,São Francisco,MG,TERRA,Imetame,2013-02-28 06:00:00,2013-08-21 00:00:00,Sim,2013-03-26 00:00:00
3-BRSA-1106DA-AM,SOL-T-171,Solimões,AM,TERRA,Petrobras,2013-02-17 05:00:00,2013-08-07 00:00:00,Sim,2013-05-27 00:00:00
1-BRSA-1158-CES,POT-M-760,Potiguar,CE,MAR,Petrobras,2013-02-11 15:00:00,2013-08-07 00:00:00,Sim,2013-08-02 00:00:00
4-OGX-108A-MA,PN-T-49,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-02-11 00:00:00,2013-03-01 00:00:00,Não,
1-KPGL-2-SPS,S-M-1037,Santos,SP,MAR,Karoon Brasil,2013-02-10 04:30:00,2013-03-31 00:00:00,Sim,2013-03-25 00:00:00
1-PTRA-21-MG,SF-T-126,São Francisco,MG,TERRA,Petra Energia,2013-01-30 13:00:00,2013-04-04 00:00:00,Sim,2013-04-02 00:00:00
4-OGX-108-MA,PN-T-49,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-01-27 00:10:00,2013-02-05 00:00:00,Não,
1-OGX-107-MA,PN-T-49,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2013-01-25 09:00:00,2013-02-27 00:00:00,Sim,2013-02-18 00:00:00
1-PTRA-20-MG,SF-T-143,São Francisco,MG,TERRA,Petra Energia,2013-01-25 04:30:00,2013-05-11 00:00:00,Sim,2013-04-02 00:00:00
1-PTRA-19-MG,SF-T-118,São Francisco,MG,TERRA,Petra Energia,2013-01-24 06:30:00,2013-03-17 00:00:00,Não,
1-OGX-106-RJS,C-M-560,Campos,RJ,MAR,PetroRio,2013-01-22 19:30:00,2013-03-04 00:00:00,Não,
